contract_ticker,etf,mode,spec,direction,bar_freq,K,n_ylags,wald_chi2,wald_df,p_value,p_fdr,n_obs,n_days,n_active,cov_type,contract_title
FEDDECISION-24NOV-H0,VNQ,calendar,probit,kalshi->etf,10min,6,1,6.879295087637065,6,0.332154406039561,0.5858877540188221,872,36,93,hac-panel,Will the Federal Reserve Hike rates by 0bps at their November 2024 meeting?
FEDDECISION-24NOV-H0,VNQ,event,probit,kalshi->etf,10min,6,0,1.5119710770357724,6,0.9586954002656544,0.9668832145669456,42,12,25,default,Will the Federal Reserve Hike rates by 0bps at their November 2024 meeting?
KXFEDDECISION-24DEC-C25,VIS,calendar,linear,kalshi->etf,5min,10,1,9.81535408352587,10,0.4568396690531983,0.6491932139177028,2137,33,414,hac-panel,Will the Federal Reserve Cut rates by 25bps at their December 2024 meeting?
KXFEDDECISION-24DEC-C25,VIS,calendar,linear,etf->kalshi,5min,10,1,12.545147923730198,10,0.2502259601550331,0.7055266497595182,2137,33,2060,hac-panel,Will the Federal Reserve Cut rates by 25bps at their December 2024 meeting?
KXFEDDECISION-24DEC-C25,VIS,calendar,probit,kalshi->etf,5min,10,1,13.151778065429438,10,0.21530913788763315,0.5858877540188221,2058,33,406,hac-panel,Will the Federal Reserve Cut rates by 25bps at their December 2024 meeting?
KXFEDDECISION-24DEC-C25,VIS,event,linear,kalshi->etf,5min,10,0,23.24265377966099,10,0.009885484578459197,0.025949397018455393,501,28,301,hac-panel,Will the Federal Reserve Cut rates by 25bps at their December 2024 meeting?
KXFEDDECISION-24DEC-C25,VIS,event,linear,etf->kalshi,5min,10,6,10.138545913812075,10,0.42842348490926724,0.6920687063918932,501,28,495,hac-panel,Will the Federal Reserve Cut rates by 25bps at their December 2024 meeting?
KXFEDDECISION-24DEC-C25,VIS,event,probit,kalshi->etf,5min,10,0,25.249476242884196,10,0.004892159012375,0.022503931456925003,492,28,303,hac-panel,Will the Federal Reserve Cut rates by 25bps at their December 2024 meeting?
KXFEDDECISION-24DEC-H0,VGT,calendar,linear,kalshi->etf,10min,8,0,6.468158528228622,8,0.5949416365686053,0.7271794216686704,891,34,185,hac-panel,Will the Federal Reserve Hike rates by 0bps at their December 2024 meeting?
KXFEDDECISION-24DEC-H0,VGT,calendar,linear,etf->kalshi,10min,8,4,3.765328560992957,8,0.8776513589912174,0.8776513589912174,891,34,874,hac-panel,Will the Federal Reserve Hike rates by 0bps at their December 2024 meeting?
KXFEDDECISION-24DEC-H0,VGT,calendar,probit,kalshi->etf,10min,8,0,6.791178663038257,8,0.5593215525373783,0.6864400872049643,874,34,185,hac-panel,Will the Federal Reserve Hike rates by 0bps at their December 2024 meeting?
KXFEDDECISION-24DEC-H0,VGT,event,linear,kalshi->etf,10min,8,1,2.7577173594693485,8,0.9486301625616689,0.9486301625616689,167,26,106,hac-panel,Will the Federal Reserve Hike rates by 0bps at their December 2024 meeting?
KXFEDDECISION-24DEC-H0,VGT,event,linear,etf->kalshi,10min,8,2,9.064401335225687,8,0.3368923175289486,0.58956155567566,167,26,167,hac-panel,Will the Federal Reserve Hike rates by 0bps at their December 2024 meeting?
KXFEDDECISION-24DEC-H0,VGT,event,probit,kalshi->etf,10min,8,0,6.645421649097032,8,0.5753264037551422,0.8110150394641389,167,26,108,hac-panel,Will the Federal Reserve Hike rates by 0bps at their December 2024 meeting?
